"pid","image_slug","post_id","galleryid","filename","description","alttext","imagedate","exclude","sortorder","meta_data","fullpath"
"32","japanese-garden-07","0","6","Japanese Garden - 07.jpg",,"Japanese Garden - 07","2011-05-01 10:11:30","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 3.2"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:11 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:8:""9.954 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:9:""1/200 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 07.jpg"
"33","japanese-garden-08","0","6","Japanese Garden - 08.jpg",,"Japanese Garden - 08","2011-05-01 10:13:37","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:13 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:9:""1/200 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:1000;s:6:""height"";i:750;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 08.jpg"
"34","japanese-garden-09","0","6","Japanese Garden - 09.jpg",,"Japanese Garden - 09","2011-05-01 10:13:43","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:13 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:9:""1/160 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 09.jpg"
"35","japanese-garden-10","0","6","Japanese Garden - 10.jpg",,"Japanese Garden - 10","2011-05-01 10:14:38","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:14 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:9:""1/200 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 10.jpg"
"36","japanese-garden-11","0","6","Japanese Garden - 11.jpg",,"Japanese Garden - 11","2011-05-01 10:15:02","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:15 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:9:""1/800 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:1000;s:6:""height"";i:750;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 11.jpg"
"37","japanese-garden-12","0","6","Japanese Garden - 12.jpg",,"Japanese Garden - 12","2011-05-01 10:17:39","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:17 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:9:""1/130 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 12.jpg"
"38","japanese-garden-13","0","6","Japanese Garden - 13.jpg",,"Japanese Garden - 13","2011-05-01 10:17:46","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:17 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:9:""1/130 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:1000;s:6:""height"";i:750;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 13.jpg"
"39","japanese-garden-14","0","6","Japanese Garden - 14.jpg",,"Japanese Garden - 14","2011-05-01 10:18:54","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:18 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:9:""1/640 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 14.jpg"
"40","japanese-garden-15","0","6","Japanese Garden - 15.jpg",,"Japanese Garden - 15","2011-05-01 10:18:56","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:18 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:9:""1/640 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 15.jpg"
"41","japanese-garden-16","0","6","Japanese Garden - 16.jpg",,"Japanese Garden - 16","2011-05-01 10:20:14","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 3.2"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:20 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:8:""8.336 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:9:""1/160 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:1000;s:6:""height"";i:750;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 16.jpg"
"42","japanese-garden-17","0","6","Japanese Garden - 17.jpg",,"Japanese Garden - 17","2011-05-01 10:20:24","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 3.2"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:20 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:8:""8.336 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:9:""1/160 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:1000;s:6:""height"";i:750;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 17.jpg"
"43","japanese-garden-18","0","6","Japanese Garden - 18.jpg",,"Japanese Garden - 18","2011-05-01 10:23:33","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:23 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:320;s:13:""shutter_speed"";s:10:""1/1500 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 18.jpg"
"44","japanese-garden-19","0","6","Japanese Garden - 19.jpg",,"Japanese Garden - 19","2011-05-01 10:23:39","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:23 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:320;s:13:""shutter_speed"";s:10:""1/1500 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 19.jpg"
"45","japanese-garden-20","0","6","Japanese Garden - 20.jpg",,"Japanese Garden - 20","2011-05-01 10:23:50","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:23 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:9:""1/250 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 20.jpg"
"46","japanese-garden-21","0","6","Japanese Garden - 21.jpg",,"Japanese Garden - 21","2011-05-01 10:24:12","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:24 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:1000;s:6:""height"";i:750;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 21.jpg"
"47","japanese-garden-22","0","6","Japanese Garden - 22.jpg",,"Japanese Garden - 22","2011-05-01 10:24:16","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:24 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:10:""1/1250 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:1000;s:6:""height"";i:750;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 22.jpg"
"48","japanese-garden-23","0","6","Japanese Garden - 23.jpg",,"Japanese Garden - 23","2011-05-01 10:24:34","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:24 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:9:""1/800 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 23.jpg"
"49","japanese-garden-24-2","0","6","Japanese Garden - 24.jpg",,"Japanese Garden - 24","2011-05-01 10:24:41","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:24 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:9:""1/400 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:1000;s:6:""height"";i:750;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 24.jpg"
"50","japanese-garden-25-2","0","6","Japanese Garden - 25.jpg",,"Japanese Garden - 25","2011-05-01 10:24:52","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:24 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:9:""1/400 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:1000;s:6:""height"";i:750;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 25.jpg"
"51","japanese-garden-26-2","0","6","Japanese Garden - 26.jpg",,"Japanese Garden - 26","2011-05-01 10:27:10","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:27 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:125;s:13:""shutter_speed"";s:10:""1/1500 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 26.jpg"
"52","japanese-garden-27-2","0","6","Japanese Garden - 27.jpg",,"Japanese Garden - 27","2011-05-01 10:43:18","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:43 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:320;s:13:""shutter_speed"";s:10:""1/1500 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 27.jpg"
"53","japanese-garden-28-2","0","6","Japanese Garden - 28.jpg",,"Japanese Garden - 28","2011-05-01 10:43:28","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:43 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:250;s:13:""shutter_speed"";s:10:""1/1500 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 28.jpg"
"54","japanese-garden-29-2","0","6","Japanese Garden - 29.jpg",,"Japanese Garden - 29","2011-05-01 10:43:40","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:43 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:200;s:13:""shutter_speed"";s:10:""1/1500 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 29.jpg"
"55","japanese-garden-30-2","0","6","Japanese Garden - 30.jpg",,"Japanese Garden - 30","2011-05-01 10:44:10","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:44 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:320;s:13:""shutter_speed"";s:10:""1/1500 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 30.jpg"
"56","japanese-garden-31-2","0","6","Japanese Garden - 31.jpg",,"Japanese Garden - 31","2011-05-01 10:44:13","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:44 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:250;s:13:""shutter_speed"";s:10:""1/1500 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 31.jpg"
"57","japanese-garden-32-2","0","6","Japanese Garden - 32.jpg",,"Japanese Garden - 32","2011-05-01 10:45:33","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:45 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 32.jpg"
"58","japanese-garden-33","0","6","Japanese Garden - 33.jpg",,"Japanese Garden - 33","2011-05-01 10:45:36","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:45 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:9:""1/800 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 33.jpg"
"59","japanese-garden-34","0","6","Japanese Garden - 34.jpg",,"Japanese Garden - 34","2011-05-01 10:47:10","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:47 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:10:""1/1500 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 34.jpg"
"60","japanese-garden-35","0","6","Japanese Garden - 35.jpg",,"Japanese Garden - 35","2011-05-01 10:48:38","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:48 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:9:""1/160 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:750;s:6:""height"";i:1000;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 35.jpg"
"61","japanese-garden-36","0","6","Japanese Garden - 36.jpg",,"Japanese Garden - 36","2011-05-01 10:48:51","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:48 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:160;s:13:""shutter_speed"";s:10:""1/1500 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:1000;s:6:""height"";i:750;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 36.jpg"
"62","japanese-garden-37","0","6","Japanese Garden - 37.jpg",,"Japanese Garden - 37","2011-05-01 10:49:32","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:23:""Canon PowerShot A720 IS"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:20:""May 1, 2011 10:49 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""5.8 mm"";s:3:""iso"";i:200;s:13:""shutter_speed"";s:10:""1/1500 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:1000;s:6:""height"";i:750;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/japenese-gardens/Japanese Garden - 37.jpg"
